document_name,ad_id,ad_text,ad_landing_page,ad_impressions,ad_clicks,ad_spend,ad_creation_date,target_age,target_location,target_language,target_pplwhomatch,ad_targeting_fulltext
./pdfs/P(1)0000047.pdf,244,"A Public Defender posed a controversial question to potential Jurors for the
                                         trial of a young Black man convicted of murder. The question indicated to an
                                         increasing awareness among public defenders that they too may harbor racial
                                         and ethnic biases about Blacks. Earlier this year, San Francisco public
                                         defender, Mark Jacobs, posed a shocking question to a group of jurors prior
                                         to the trial of a young black man. The quest Racial Incongruities In U.S.
                                         Criminal Justice System I Black Matters Black Matters",https://www.facebook.com/Black-Matters-1579673598947501/,"1,118",63,100.00 RUB,05/06/16 03:32:11 AM PDT Ad End Date 05/07/16 03:32:10 AM PDT,18 - 54,Location: United States,English (UK)or English (US),"Ad ID 244
                            Ad Text A Public Defender posed a controversial question to potential Jurors for the
                                         trial of a young Black man convicted of murder. The question indicated to an
                                         increasing awareness among public defenders that they too may harbor racial
                                         and ethnic biases about Blacks. Earlier this year, San Francisco public
                                         defender, Mark Jacobs, posed a shocking question to a group of jurors prior
                                         to the trial of a young black man. The quest Racial Incongruities In U.S.
                                         Criminal Justice System I Black Matters Black Matters
                Ad Landing Page https://www.facebook.com/Black-Matters-1579673598947501/
                     Ad Targeting Location: United States
                                         Interests: BlackNews.com or HuffPost Black Voices
                                          Behaviors: African American (US)
                                         Excluded Connections: Exclude people who like Black Matters
                                         Age: 18 - 54
                                         Language: English (UK)or English (US)
                                         Placements: News Feed on desktop computers or News Feed on mobile
                                         devices",Location: United States Interests: BlackNews.com or HuffPost Black Voices Behaviors: African American (US) Excluded Connections: Exclude people who like Black Matters Age: 18 - 54 Language: English (UK)or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices
./pdfs/P(1)0000048.pdf,254,"High-profiled black deaths at the hands of police, have forced African-
                                         Americans to change their personality and the way they live their lives. Amid a
                                         spiral of black deaths at the hands of officers, many young African-Americans
                                         worried about the possibility of becoming victims of police brutality, have
                                         Police Brutality Videos Change How Black Men Live I Black Matters Black
                                          Matters",https://www.facebook.com/Black-Matters-1579673598947501/,"1,864",176,218.76 RUB,05/10/16 02:24:12 AM PDT Ad End Date 05/11/16 02:24:11 AM PDT,18 - 54,Location: United States,English (UK)or English (US),"Ad ID 254
                            Ad Text High-profiled black deaths at the hands of police, have forced African-
                                         Americans to change their personality and the way they live their lives. Amid a
                                         spiral of black deaths at the hands of officers, many young African-Americans
                                         worried about the possibility of becoming victims of police brutality, have
                                         Police Brutality Videos Change How Black Men Live I Black Matters Black
                                          Matters
                Ad Landing Page https://www.facebook.com/Black-Matters-1579673598947501/
                     Ad Targeting Location: United States
                                         Interests: BlackNews.com or HuffPost Black Voices
                                          Behaviors: African American (US)
                                         Excluded Connections: Exclude people who like Black Matters
                                         Age: 18 - 54
                                         Language: English (UK)or English (US)
                                         Placements: News Feed on desktop computers or News Feed on mobile
                                         devices",Location: United States Interests: BlackNews.com or HuffPost Black Voices Behaviors: African American (US) Excluded Connections: Exclude people who like Black Matters Age: 18 - 54 Language: English (UK)or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices
./pdfs/P(1)0000049.pdf,260,"'I don't do black hair,' the barber said.",https://www.facebook.com/Black-Matters-1579673598947501/,"1,500",99,246.25 RUB,05/13/16 06:40:13 AM PDT Ad End Date 05/14/16 06:40:12 AM PDT,18 - 54,Location: United States,English (UK)or English (US),"Ad ID 260
                            Ad Text 'I don't do black hair,' the barber said.
                Ad Landing Page https://www.facebook.com/Black-Matters-1579673598947501/
                     Ad Targeting Location: United States
                                         Interests: BlackNews.com or HuffPost Black Voices
                                          Behaviors: African American (US)
                                         Excluded Connections: Exclude people who like Black Matters
                                         Age: 18 - 54
                                         Language: English (UK)or English (US)
                                         Placements: News Feed on desktop computers or News Feed on mobile
                                         devices",Location: United States Interests: BlackNews.com or HuffPost Black Voices Behaviors: African American (US) Excluded Connections: Exclude people who like Black Matters Age: 18 - 54 Language: English (UK)or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices
./pdfs/P(1)0000050.pdf,272,"Chicago researchers believe a few minutes of meditation may be a solution to
                                         dealing with stress problems for black students. Researchers at the Erikson
                                         Institute in Chicago are carrying out a 4-year-study to determine whether
                                         sitting down for few minutes with legs crossed each other a New Study:
                                          Meditation May Help Black Students Cope With Stress I Black Matters Black
                                          Matters",https://www.facebook.com/Black-Matters-1579673598947501/,90,6,90.73 RUB,05/23/16 08:06:37 AM PDT Ad End Date 05/24/16 08:06:35 AM PDT,18 - 54,Location: United States: Detroit Michigan,English (UK)or English (US),"Ad ID 272
                            Ad Text Chicago researchers believe a few minutes of meditation may be a solution to
                                         dealing with stress problems for black students. Researchers at the Erikson
                                         Institute in Chicago are carrying out a 4-year-study to determine whether
                                         sitting down for few minutes with legs crossed each other a New Study:
                                          Meditation May Help Black Students Cope With Stress I Black Matters Black
                                          Matters
                Ad Landing Page https://www.facebook.com/Black-Matters-1579673598947501/
                     Ad Targeting Location: United States: Detroit Michigan
                                         Age: 18 - 54
                                         Language: English (UK)or English (US)
                                         Placements: News Feed on desktop computers or News Feed on mobile
                                         devices",Location: United States: Detroit Michigan Age: 18 - 54 Language: English (UK)or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices
./pdfs/P(1)0000051.pdf,282,"We are conducting this survey because your opinion is important to us! Black
                                         Voices must be heard! Black opinion matters! Online survey powered by
                                         Typeform Thank you for your time! We highly appreciate your efforts and your
                                         opinion. Please, SHARE this article with your friends to m Take Part in Black
                                         Pride Survey I Black Matters Black Matters",https://blackmattersus.com/10718-take-part-in-black-pride-survey/,"21,301","1,814","1,500.00 RUB",07/07/16 08:05:38 AM PDT Ad End Date 07/08/16 08:05:35 AM PDT,18 - 65+,Living In: United States,NA,": People who like Black Matters, Friends of connections:
                                         Friends of people who are connected to Black Matters","Location - Living In: United States Age: 18 - 65+ Placements: News Feed on desktop computers or News Feed on mobile devices People Who Match: People who like Black Matters, Friends of connections: Friends of people who are connected to Black Matters"
./pdfs/P(1)0000052.pdf,287,"Stereotype: Being black while shopping in a grocery store. A grocery clerk
                                         Abhishek Dubey has been arrested for holding 11-year-old Black boy Dylan
                                         under gunpoint in store. Dubey racially profiled the young boy suspecti Atlanta
                                          Man Arrested For Locking Black Boy In Grocery Store I Black Matters Black
                                          Matters",https://www.facebook.com/Black-Matters-1579673598947501/,"4,077",466,500.00 RUB,07/22/16 02:39:42 AM PDT Ad End Date 07/23/16 02:39:41 AM PDT,18 - 54,Location: United States,English (UK)or English (US),"Ad ID 287
                            Ad Text Stereotype: Being black while shopping in a grocery store. A grocery clerk
                                         Abhishek Dubey has been arrested for holding 11-year-old Black boy Dylan
                                         under gunpoint in store. Dubey racially profiled the young boy suspecti Atlanta
                                          Man Arrested For Locking Black Boy In Grocery Store I Black Matters Black
                                          Matters
                Ad Landing Page https://www.facebook.com/Black-Matters-1579673598947501/
                     Ad Targeting Location: United States
                                         Interests: BlackNews.com or HuffPost Black Voices
                                          Behaviors: African American (US)
                                         Excluded Connections: Exclude people who like Black Matters
                                         Age: 18 - 54
                                         Language: English (UK)or English (US)
                                         Placements: News Feed on desktop computers or News Feed on mobile
                                         devices",Location: United States Interests: BlackNews.com or HuffPost Black Voices Behaviors: African American (US) Excluded Connections: Exclude people who like Black Matters Age: 18 - 54 Language: English (UK)or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices
./pdfs/P(1)0000053.pdf,288,"Individual protesters in Oakland refused to attend police barbecue until their
                                          message is heard. Black Lives Matter, Wichita, Kan Activists, earlier this
                                         week, engaged in a protest that ended in a reunion cookout with the police.
                                         The Wichita Police Chief Go Oakland Protesters Response To Police BBQ
                                         Invitation I Black Matters Black Matters",https://www.facebook.com/Black-Matters-1579673598947501/,"3,203",345,500.00 RUB,07/22/16 02:39:14 AM PDT Ad End Date 07/23/16 02:39:12 AM PDT,18 - 54,Location: United States,English (UK)or English (US),"Ad ID 288
                            Ad Text Individual protesters in Oakland refused to attend police barbecue until their
                                          message is heard. Black Lives Matter, Wichita, Kan Activists, earlier this
                                         week, engaged in a protest that ended in a reunion cookout with the police.
                                         The Wichita Police Chief Go Oakland Protesters Response To Police BBQ
                                         Invitation I Black Matters Black Matters
                Ad Landing Page https://www.facebook.com/Black-Matters-1579673598947501/
                     Ad Targeting Location: United States
                                         Interests: BlackNews.com or HuffPost Black Voices
                                          Behaviors: African American (US)
                                         Excluded Connections: Exclude people who like Black Matters
                                         Age: 18 - 54
                                         Language: English (UK)or English (US)
                                         Placements: News Feed on desktop computers or News Feed on mobile
                                         devices",Location: United States Interests: BlackNews.com or HuffPost Black Voices Behaviors: African American (US) Excluded Connections: Exclude people who like Black Matters Age: 18 - 54 Language: English (UK)or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices
./pdfs/P(1)0000054.pdf,374,Join us because we care. Black matters.,https://www.facebook.com/Black-Matters-1579673598947501/,137,0,44.87 RUB,06/10/15 02:59:53 AM PDT,18 - 65+,Location: United States: Baltimore (+20 km) Maryland; St. Louis(+20 km),English (UK)or English (US),"Ad ID 374
                            Ad Text Join us because we care. Black matters.
                Ad Landing Page https://www.facebook.com/Black-Matters-1579673598947501/
                     Ad Targeting Location: United States: Baltimore (+20 km) Maryland; St. Louis(+20 km)
                                          Missouri
                                         Excluded Connections: Exclude people who like Black Matters
                                         Age: 18 - 65+
                                         Language: English (UK)or English (US)
                                         Placements: News Feed on desktop computers or News Feed on mobile
                                         devices",Location: United States: Baltimore (+20 km) Maryland; St. Louis(+20 km) Missouri Excluded Connections: Exclude people who like Black Matters Age: 18 - 65+ Language: English (UK)or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices
./pdfs/P(1)0000056.pdf,418,"What's life of black American today? How equal are we?
                                          Have you ever been hurt by aggressive police officers because of your race?
                                         What's your story?
                                         Take an action and tell us your story and we post it on ""Black Matters"". We
                                         don't want our community to continue struggling with racism and police
                                         aggression. We want to fight back and to show how strong we are.
                                         Add your voice by sharing your experiences with us. You can send your story
                                         to blackmattersus@gmail.com or you can message us via Facebook anonym.
                                         or not.
                                          Being black in America comes with extra obstacles but together we call for
                                          powerful justice!
                                         Tell your story!",https://www.facebook.com/Black-Matters-1579673598947501/,0,0,None,07/08/15 07:23:45 AM PDT Ad End Date 07/10/15 05:23:00 PM PDT,18 - 65+,"Location: United States: Baltimore Maryland; Ferguson, St. Louis Missouri;",NA,": People who like Black Matters, Friends of connections:
                                         Friends of people who are connected to Black Matters","Location: United States: Baltimore Maryland; Ferguson, St. Louis Missouri; Cleveland Ohio Age: 18 - 65+ Placements: News Feed on desktop computers or News Feed on mobile devices People Who Match: People who like Black Matters, Friends of connections: Friends of people who are connected to Black Matters"
./pdfs/P(1)0000058.pdf,437,"The first lesson of economics is scarcity: there is never enough of anything to
                                         fully satisfy all those who want it. The first lesson of Obama's policies is to
                                         disregard the first lesson of economics...
                                          USA TO ISSUE MORE GREEN CARDS THAN POPULATIONS OF IOWA,
                                          NEW HAMPSHIRE, SOUTH CAROLINA COMBINED. The lion's share of
                                         these visas are for lesser-skilled and lower-paid workers and their dependents
                                         who, because they are here on work-authorized visas, are added directly to
                                         the same labor pool occupied by current unemployed jobseekers. Expressly
                                          because they arrive on legal immigrant visas, most will be able to draw a wide
                                         range of taxpayer-funded benefits, and corporations will be allowed to directly
                                         substitute these workers for Americans.
                                         Improved border security would have no effect on the continued arrival of
                                         these foreign workers, refugees, and permanent immigrants—because they
                                         are all invited here by the federal government.
                                         Obama swore an oath to uphold our Constitution and protect the American
                                          people but he has done everything in his power to destroy us. In a short few
                                          years, America will resemble Mehico City ...where you will need to defend
                                          your life almost on a daily basis.
                                         Obama is killing our country. In turn I hope he drops dead soon.",https://www.facebook.com/patriototus,472,92,129.40 RUB,08/04/15 05:37:48 AM PDT Ad End Date 08/06/15 05:37:47 AM PDT,18 - 65+,Location: United States,NA,": People who like Being Patriotic, Friends of connections:
                                         Friends of people who are connected to Being Patriotic","Location: United States Age: 18 - 65+ Placements: News Feed on desktop computers or News Feed on mobile devices People Who Match: People who like Being Patriotic, Friends of connections: Friends of people who are connected to Being Patriotic"
./pdfs/P(1)0000060.pdf,440,"This brave hero finally gets home to her daughter.
                                         This picture takes my breath away, recognizing the contribution that the
                                          military child makes as their parent or parents serve our nation...",https://www.facebook.com/patriototus,120,21,43.18 RUB,08/05/15 12:06:30 AM PDT Ad End Date 08/06/15 12:06:30 AM PDT,18 - 65+,Location: United States,NA,": People who like Being Patriotic, Friends of connections:
                                         Friends of people who are connected to Being Patriotic","Location: United States Age: 18 - 65+ Placements: News Feed on desktop computers or News Feed on mobile devices People Who Match: People who like Being Patriotic, Friends of connections: Friends of people who are connected to Being Patriotic"
./pdfs/P(1)0000062.pdf,441,It's time for THE PEOPLE to stand for Constitutional rights! Join•,,15,0,24.95 RUB,04/13/16 03:23:03 AM PDT,18 - 59,Location: United States: Atlanta (+50 km) Georgia,English (UK) or English (US),: Interests: Independence or Patriotism,Location: United States: Atlanta (+50 km) Georgia Age: 18 - 59 Language: English (UK) or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices People Who Match: Interests: Independence or Patriotism
./pdfs/P(1)0000064.pdf,459,"The leader of radical religious group Nation of Islam, Louis Farrakhan,
                                         announced that 20th anniversary Million Man March rally will take place on
                                         October 10, 2015 in Washington, D.C., at the National Mall. Organizers of the
                                          Million Man March call for justice, standing against the police and for blacks,
                                          Latinos and incarcerated.
                                         They say racism rises among the police officers, but in fact it rises among
                                         radical groups. Only black activists say ""black lives matter"", forgetting the fact
                                         that justice is when all lives matter.
                                         Americans are not against blacks, Latinos, etc. But if somebody breaks the
                                         law, he should be punished despite of his color or religion. If somebody goes
                                         over the speed limit, he should be ticketed. If somebody breaks the
                                         immigration law, he should be deported. If somebody kills a man, he should
                                          be imprisoned.
                                         Given the fact that two Islamic extremists who were arrested one year ago in
                                         Ferguson belong to the Nation of Islam, I cannot believe in Farrakhan's
                                          benevolent intentions.
                                         This Million Man March looks like another liberal overture to black and Muslim
                                         communities. This is a bad idea, especially if we take into account the recent
                                         news about British jihadi who have published the address of the Navy Seal
                                          Robert O'Neill, the man who fatally shot Osama bin Laden, and called on
                                         American extremists to execute him.
                                         There is no problem, if whoever wants to live in the United States. But he
                                         should live here legally; he should not break the law. It's justice.",https://www.facebook.com/patriototus,"2,499",229,"1,993.03 RUB",10/08/15 12:34:04 AM PDT Ad End Date 10/09/15 12:34:04 AM PDT,18 - 65+,Location: United States: Washington,NA,"Ad ID 459
                            Ad Text The leader of radical religious group Nation of Islam, Louis Farrakhan,
                                         announced that 20th anniversary Million Man March rally will take place on
                                         October 10, 2015 in Washington, D.C., at the National Mall. Organizers of the
                                          Million Man March call for justice, standing against the police and for blacks,
                                          Latinos and incarcerated.
                                         They say racism rises among the police officers, but in fact it rises among
                                         radical groups. Only black activists say ""black lives matter"", forgetting the fact
                                         that justice is when all lives matter.
                                         Americans are not against blacks, Latinos, etc. But if somebody breaks the
                                         law, he should be punished despite of his color or religion. If somebody goes
                                         over the speed limit, he should be ticketed. If somebody breaks the
                                         immigration law, he should be deported. If somebody kills a man, he should
                                          be imprisoned.
                                         Given the fact that two Islamic extremists who were arrested one year ago in
                                         Ferguson belong to the Nation of Islam, I cannot believe in Farrakhan's
                                          benevolent intentions.
                                         This Million Man March looks like another liberal overture to black and Muslim
                                         communities. This is a bad idea, especially if we take into account the recent
                                         news about British jihadi who have published the address of the Navy Seal
                                          Robert O'Neill, the man who fatally shot Osama bin Laden, and called on
                                         American extremists to execute him.
                                         There is no problem, if whoever wants to live in the United States. But he
                                         should live here legally; he should not break the law. It's justice.
                Ad Landing Page https://www.facebook.com/patriototus
                     Ad Targeting Location: United States: Washington
                                         Interests: Independence or Patriotism
                                         Age: 18 - 65+
                                         Placements: News Feed on desktop computers or News Feed on mobile
                                         devices",Location: United States: Washington Interests: Independence or Patriotism Age: 18 - 65+ Placements: News Feed on desktop computers or News Feed on mobile devices
./pdfs/P(1)0000066.pdf,462,Join the Crusade against Federal tyranny! Protect the Constitution! -,,60,1,48.63 RUB,04/13/16 03:24:25 AM PDT,18 - 59,Location: United States: Atlanta (+50 km) Georgia,English (UK) or English (US),: Interests: Independence or Patriotism,Location: United States: Atlanta (+50 km) Georgia Age: 18 - 59 Language: English (UK) or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices People Who Match: Interests: Independence or Patriotism
./pdfs/P(1)0000068.pdf,463,Join the Crusade against Federal tyranny! Protect the Constitution! -,,14,0,11.24 RUB,04/13/16 03:24:30 AM PDT,18 - 59,Location: United States: Atlanta (+50 km) Georgia,English (UK) or English (US),: Interests: Independence or Patriotism,Location: United States: Atlanta (+50 km) Georgia Age: 18 - 59 Language: English (UK) or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices People Who Match: Interests: Independence or Patriotism
./pdfs/P(1)0000070.pdf,467,"America has always been hinged on hard-working people. If you remove jobs,
                                          you'll remove our country from the world map. The state of Pennsylvania
                                         rose owing to multiple enterprises mining coal, producing steel, and creating
                                         the need for other jobs, groceries, doctors, dentists, insurance, gas, vehicles,
                                          mechanics and the list goes on. As far as Mr. Trump pursues the goal of
                                         creating more jobs and supports the working class. He said he would put
                                          miners back to work. We could help Mr. Trump win Pennsylvania which is a
                                          battleground state. We'd like to organize a rally ""Miners for Trump"" in
                                         Pennsylvania.
                                          Have something against coal industries? Please note then that burning coal is
                                         not more harmful than lumber. Alternative energy is only possible when
                                         subsidized by government for it is not lucrative. You cannot leave tens of
                                         thousands of people without a job just because of lobbyists' interests.
                                         The current list of locations is being elaborated. Suggested cities are Erie,
                                         Pittsburg, Scranton, Harrisburg, Allentown, and Philly.
                                         Confirmed locations:
                                          Marconi Plaza, Philadelphia. Miners for Trump: Unity day in Pennsylvania",https://www.facebook.com/events/312522819127036/,2,0,2.96 RUB,09/22/16 05:01:05 AM PDT Ad End Date 10/01/16 01:00:00 PM PDT,18 - 65+,Living In: United States: New York (+50 mi) New York,NA,"Ad ID 467
                            Ad Text America has always been hinged on hard-working people. If you remove jobs,
                                          you'll remove our country from the world map. The state of Pennsylvania
                                         rose owing to multiple enterprises mining coal, producing steel, and creating
                                         the need for other jobs, groceries, doctors, dentists, insurance, gas, vehicles,
                                          mechanics and the list goes on. As far as Mr. Trump pursues the goal of
                                         creating more jobs and supports the working class. He said he would put
                                          miners back to work. We could help Mr. Trump win Pennsylvania which is a
                                          battleground state. We'd like to organize a rally ""Miners for Trump"" in
                                         Pennsylvania.
                                          Have something against coal industries? Please note then that burning coal is
                                         not more harmful than lumber. Alternative energy is only possible when
                                         subsidized by government for it is not lucrative. You cannot leave tens of
                                         thousands of people without a job just because of lobbyists' interests.
                                         The current list of locations is being elaborated. Suggested cities are Erie,
                                         Pittsburg, Scranton, Harrisburg, Allentown, and Philly.
                                         Confirmed locations:
                                          Marconi Plaza, Philadelphia. Miners for Trump: Unity day in Pennsylvania
                Ad Landing Page https://www.facebook.com/events/312522819127036/
                     Ad Targeting Location - Living In: United States: New York (+50 mi) New York
                                         Age: 18 - 65+
                                         Placements: News Feed on desktop computers or News Feed on mobile
                                         devices",Location - Living In: United States: New York (+50 mi) New York Age: 18 - 65+ Placements: News Feed on desktop computers or News Feed on mobile devices
./pdfs/P(1)0000072.pdf,468,"America has always been hinged on hard-working people. If you remove jobs,
                                          you'll remove our country from the world map. The state of Pennsylvania
                                         rose owing to multiple enterprises mining coal, producing steel, and creating
                                         the need for other jobs, groceries, doctors, dentists, insurance, gas, vehicles,
                                          mechanics and the list goes on. As far as Mr. Trump pursues the goal of
                                         creating more jobs and supports the working class. He said he would put
                                          miners back to work. We could help Mr. Trump win Pennsylvania which is a
                                          battleground state. We'd like to organize a rally ""Miners for Trump"" in
                                         Pennsylvania.
                                          Have something against coal industries? Please note then that burning coal is
                                         not more harmful than lumber. Alternative energy is only possible when
                                         subsidized by government for it is not lucrative. You cannot leave tens of
                                         thousands of people without a job just because of lobbyists' interests.
                                         The current list of locations is being elaborated. Suggested cities are Erie,
                                         Pittsburg, Scranton, Harrisburg, Allentown, and Philly.
                                         Confirmed locations:
                                          Marconi Plaza, Philadelphia. Miners for Trump: Unity day in Pennsylvania",https://www.facebook.com/events/312522819127036/,0,0,None,09/22/16 05:09:05 AM PDT Ad End Date 10/01/16 01:00:00 PM PDT,18 - 65+,Location: United States: Pennsylvania,English (UK)or English (US),": Interests: Donald Trump for President, Job title: Coal
                                          Miner","Location: United States: Pennsylvania Age: 18 - 65+ Language: English (UK)or English (US) Placements: News Feed on desktop computers, News Feed on mobile devices or Right column on desktop computers People Who Match: Interests: Donald Trump for President, Job title: Coal Miner"
./pdfs/P(1)0000074.pdf,469,"America has always been hinged on hard-working people. If you remove jobs,
                                          you'll remove our country from the world map. The state of Pennsylvania
                                         rose owing to multiple enterprises mining coal, producing steel, and creating
                                         the need for other jobs, groceries, doctors, dentists, insurance, gas, vehicles,
                                          mechanics and the list goes on. As far as Mr. Trump pursues the goal of
                                         creating more jobs and supports the working class. He said he would put
                                          miners back to work. We could help Mr. Trump win Pennsylvania which is a
                                          battleground state. We'd like to organize a rally ""Miners for Trump"" in
                                         Pennsylvania.
                                          Have something against coal industries? Please note then that burning coal is
                                         not more harmful than lumber. Alternative energy is only possible when
                                         subsidized by government for it is not lucrative. You cannot leave tens of
                                         thousands of people without a job just because of lobbyists' interests.
                                         The current list of locations is being elaborated. Suggested cities are Erie,
                                         Pittsburg, Scranton, Harrisburg, Allentown, and Philly.
                                         Confirmed locations:
                                          Marconi Plaza, Philadelphia. Miners for Trump: Unity day in Pennsylvania",https://www.facebook.com/events/312522819127036/,"1,225",77,876.44 RUB,09/22/16 05:13:54 AM PDT Ad End Date 10/01/16 01:00:00 PM PDT,18 - 65+,"Location: United States: Allentown, Erie, Harrisburg, Philadelphia, Pittsburgh,",English (UK)or English (US),": Interests: Donald Trump for President, Job title: Coal
                                          Miner","Location: United States: Allentown, Erie, Harrisburg, Philadelphia, Pittsburgh, Scranton Pennsylvania Age: 18 - 65+ Language: English (UK)or English (US) Placements: News Feed on desktop computers, News Feed on mobile devices or Right column on desktop computers People Who Match: Interests: Donald Trump for President, Job title: Coal Miner"
./pdfs/P(1)0000076.pdf,470,"America has always been hinged on hard-working people. If you remove jobs,
                                          you'll remove our country from the world map. The state of Pennsylvania
                                         rose owing to multiple enterprises mining coal, producing steel, and creating
                                         the need for other jobs, groceries, doctors, dentists, insurance, gas, vehicles,
                                          mechanics and the list goes on. As far as Mr. Trump pursues the goal of
                                         creating more jobs and supports the working class. He said he would put
                                          miners back to work. We could help Mr. Trump win Pennsylvania which is a
                                          battleground state. We'd like to organize a rally ""Miners for Trump"" in
                                         Pennsylvania.
                                          Have something against coal industries? Please note then that burning coal is
                                         not more harmful than lumber. Alternative energy is only possible when
                                         subsidized by government for it is not lucrative. You cannot leave tens of
                                         thousands of people without a job just because of lobbyists' interests.
                                         The current list of locations is being elaborated. Suggested cities are Erie,
                                         Pittsburg, Scranton, Harrisburg, Allentown, and Philly.
                                         Confirmed locations:
                                          Marconi Plaza, Philadelphia. Miners for Trump: Unity day in Pennsylvania",https://www.facebook.com/events/312522819127036/,"7,282",457,"7,120.60 RUB",09/23/16 02:42:16 AM PDT Ad End Date 10/01/16 01:00:00 PM PDT,16 - 65+,"Location: United States: Philadelphia, Pittsburgh Pennsylvania",NA,": Interests: Donald Trump, Manufacturing, Donald Trump
                                         for President or conservative daily, Job title: Coal Miner","Location: United States: Philadelphia, Pittsburgh Pennsylvania Age: 16 - 65+ Placements: News Feed on desktop computers, News Feed on mobile devices or Right column on desktop computers People Who Match: Interests: Donald Trump, Manufacturing, Donald Trump for President or conservative daily, Job title: Coal Miner"
./pdfs/P(1)0000078.pdf,472,"Donald John Trump was elected the 45th president of the United States on
                                         Tuesday! Today some massive crowds of libtards marched in NYC against
                                         election of Donald Trump.
                                         Come to Trump Tower(725 5th Ave)on Saturday to show Mr. Trump there
                                         actually ARE people in NY who voted for him! Support Trump in NYC",https://www.facebook.com/events/365162297165103/,0,0,None,11/10/16 04:41:38 AM PST Ad End Date 11/11/16 09:00:00 PM PST,18 - 65+,Living In: United States: New York (+50 mi) New York,NA,"Ad ID 472
                            Ad Text Donald John Trump was elected the 45th president of the United States on
                                         Tuesday! Today some massive crowds of libtards marched in NYC against
                                         election of Donald Trump.
                                         Come to Trump Tower(725 5th Ave)on Saturday to show Mr. Trump there
                                         actually ARE people in NY who voted for him! Support Trump in NYC
                Ad Landing Page https://www.facebook.com/events/365162297165103/
                     Ad Targeting Location - Living In: United States: New York (+50 mi) New York
                                         Connections: People who like Being Patriotic
                                         Age: 18 - 65+
                                         Placements: News Feed on desktop computers or News Feed on mobile
                                         devices",Location - Living In: United States: New York (+50 mi) New York Connections: People who like Being Patriotic Age: 18 - 65+ Placements: News Feed on desktop computers or News Feed on mobile devices
./pdfs/P(1)0000080.pdf,473,"Donald John Trump was elected the 45th president of the United States on
                                         Tuesday! Today some massive crowds of libtards marched in NYC against
                                         election of Donald Trump.
                                         Come to Trump Tower(725 5th Ave)on Saturday to show Mr. Trump there
                                         actually ARE people in NY who voted for him! Support Trump in NYC",https://www.facebook.com/events/365162297165103/,0,0,None,11/10/16 04:44:36 AM PST Ad End Date 11/11/16 09:00:00 PM PST,18 - 65+,Living In: United States: New York (+50 mi) New York,NA,"Ad ID 473
                            Ad Text Donald John Trump was elected the 45th president of the United States on
                                         Tuesday! Today some massive crowds of libtards marched in NYC against
                                         election of Donald Trump.
                                         Come to Trump Tower(725 5th Ave)on Saturday to show Mr. Trump there
                                         actually ARE people in NY who voted for him! Support Trump in NYC
                Ad Landing Page https://www.facebook.com/events/365162297165103/
                     Ad Targeting Location - Living In: United States: New York (+50 mi) New York
                                         Connections: People who like Being Patriotic
                                         Age: 18 - 65+
                                         Placements: News Feed on desktop computers or News Feed on mobile
                                         devices",Location - Living In: United States: New York (+50 mi) New York Connections: People who like Being Patriotic Age: 18 - 65+ Placements: News Feed on desktop computers or News Feed on mobile devices
./pdfs/P(1)0000082.pdf,474,"Donald John Trump was elected the 45th president of the United States on
                                         Tuesday! Today some massive crowds of libtards marched in NYC against
                                         election of Donald Trump.
                                         Come to Trump Tower(725 5th Ave)on Saturday to show Mr. Trump there
                                         actually ARE people in NY who voted for him! Support Trump in NYC",https://www.facebook.com/events/365162297165103/,1,0,0.60 RUB,11/10/16 04:50:28 AM PST Ad End Date 11/11/16 09:00:00 PM PST,18 - 65+,Living In: United States: New York (+50 mi) New York,NA,"Ad ID 474
                            Ad Text Donald John Trump was elected the 45th president of the United States on
                                         Tuesday! Today some massive crowds of libtards marched in NYC against
                                         election of Donald Trump.
                                         Come to Trump Tower(725 5th Ave)on Saturday to show Mr. Trump there
                                         actually ARE people in NY who voted for him! Support Trump in NYC
                Ad Landing Page https://www.facebook.com/events/365162297165103/
                     Ad Targeting Location - Living In: United States: New York (+50 mi) New York
                                         Connections: People who like Being Patriotic
                                         Age: 18 - 65+
                                         Placements: News Feed on desktop computers or News Feed on mobile
                                         devices",Location - Living In: United States: New York (+50 mi) New York Connections: People who like Being Patriotic Age: 18 - 65+ Placements: News Feed on desktop computers or News Feed on mobile devices
